Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Risk_Involved,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
REN FINANCE BV,Netherlands,Corporate - Utilities,3.119767071,AAA,1,85.73766382,62.56434924,3.134757403,4.127583203,0.404878243,Low Risk,7.576576166,2.103411185,87.19310724,100.088721
RENESAS ELECTRONICS CORP,Japan,Corporate - Technology,2.056473756,A,3,53.42252263,78.97279837,2.08176545,2.277783416,4.02889579,Medium Risk,5.634704738,4.164215464,57.00196156,95.29488307
RENEW POWER PVT LTD,India,Corporate - Utilities,3.29411983,AA,2,70.88334979,73.87517711,3.289611447,5.838582673,9.352178102,High Risk,1.200027496,0.096158517,83.53597629,97.53021781
RENEW POWER SYNTHETIC,India,Corporate - Energy,0.705839152,A,3,55.81792426,71.35428545,1.95139069,3.714633393,0.117650944,Low Risk,5.319717345,0.561006834,61.81630088,97.59066945
RENEWABLE ENERGY GROUP INC,United States,Corporate - Energy,4.421915628,AAA,1,80.63979178,91.11443365,1.97134729,4.489117226,5.878856919,Medium Risk,3.567962557,4.952826064,71.91904486,99.9780633
RENEWI PLC,United Kingdom,Corporate - Industrials,4.880700361,B,6,96.92410791,120.4031453,0.859240366,5.371693216,5.013964786,Medium Risk,7.922170332,1.401970893,50.8431435,102.6012037
RENIKOLA SOLAR SDN BHD,Malaysia,Corporate - Energy,4.859950349,BBB,4,83.08888662,71.74529322,2.907968732,2.035355225,8.733841644,High Risk,7.581292065,4.877715969,57.5805319,93.99790466
RENOVA INC,Japan,Corporate - Utilities,3.873433243,BBB,4,53.84015242,86.66788797,1.240896237,1.557516229,0.840017145,Low Risk,9.106125074,0.912657755,54.60402466,97.83309989
REPUBLIC OF IRELAND,Ireland,SSA - Sovereigns,1.085388081,AAA,1,67.73331025,89.09174268,3.198837468,8.804219029,6.815260299,Medium Risk,0.148301624,1.805472215,61.98720865,100.4188493
REPUBLIC OF THE FIJI ISLANDS,Fiji,SSA - Sovereigns,3.912184382,AA,2,77.53316897,147.6456529,3.232472661,4.337237028,6.801096984,Medium Risk,8.091032168,3.764347223,55.0009045,103.8040411
REXFORD INDUSTRIAL REALTY LP,United States,Financials - Real estate,0.610641124,BBB,4,70.16038781,145.4666357,3.329930336,4.120936096,6.690800169,Medium Risk,9.384620531,3.288892036,84.59550133,102.6260212
REYKJAVIK ENERGY,Iceland,Corporate - Utilities,0.599555982,BB,5,91.68220052,130.0137583,2.060691467,0.356121503,9.423344949,High Risk,7.893004491,2.905612,51.45199511,97.92728445
RICOH LEASING CO LTD,Japan,Financials - Commercial Finance,1.956245986,BBB,4,90.73355024,74.16589208,2.531281354,4.979763026,8.23087529,High Risk,1.301944599,2.649495879,80.88702503,96.52550728
RIKSHEM AB,Sweden,Financials - Real estate,2.698894357,BB,5,80.59155101,56.80373141,2.83554764,5.541697216,0.419727262,Low Risk,0.812791048,4.217202218,57.03539154,95.38633497
RIO VERDE ENERGIA SA,Brazil,Corporate - Utilities,3.96683338,AAA,1,68.67289726,81.69041377,0.893043856,5.58840871,4.710828507,Medium Risk,0.208452398,1.174742814,97.25807286,101.191988
RIOCAN REAL ESTATE INVESTMENT TRUST,Canada,Financials - Real estate,3.574829195,AAA,1,62.76681869,76.67945494,2.302871585,7.070311693,3.979530562,Medium Risk,6.287452258,2.212354635,96.65470366,101.5382979
RIVER GREEN FINANCE 2020 DAC,Ireland,Financials - Specialty finance,2.506562179,BBB,4,55.29371591,100.59258,0.602893704,1.77481835,3.101472211,Medium Risk,6.296726519,0.777261461,61.27515513,98.50284546
RIVIAN AUTOMOTIVE INC,United States,Corporate - Consumer Discretionary,1.731319998,A,3,67.74488417,127.772791,1.99269825,2.522231342,4.513367252,Medium Risk,9.869137142,2.979707979,80.72106491,102.0140177
RKPF OVERSEAS 2020 (A) LTD,Virgin Islands,Financials - Real estate,4.987060251,BB,5,70.65862586,135.8322939,0.964528045,8.107304652,3.841941849,Medium Risk,3.980431741,1.252722121,51.40026597,104.8504431
ROMANDE ENERGIE HOLDING SA,Switzerland,Corporate - Utilities,2.41781586,AA,2,83.79114626,134.4864085,1.048768778,9.471706168,4.323338999,Medium Risk,3.319062849,1.669210322,96.58942715,108.5602777
RONGSHI INTERNATIONAL FINANCE LTD,Virgin Islands,Financials - Financial services,2.531241609,BBB,4,82.90799121,85.96755612,1.5951427,1.359327474,9.792618656,High Risk,6.244249272,2.356253583,76.14936541,95.76515463
ROYAL BANK OF CANADA,Canada,Financials - Banking,1.236307195,AA,2,53.50540698,118.7234343,1.7973115,4.976495545,0.886329747,Low Risk,8.256086725,0.133852929,52.16115757,103.3289326
ROYAL BANK OF CANADA (THE),Canada,Financials - Banking,4.076642969,BBB,4,69.76296577,81.28341975,2.369517274,2.141762527,9.222308698,High Risk,9.367739495,0.45968968,67.12499965,95.93036989
"ROYAL BANK OF CANADA, LONDON",Canada,Financials - Banking,3.621570016,A,3,59.08894336,56.09055432,0.723285255,0.600731684,4.802367135,Medium Risk,8.031241662,3.429646104,53.84247309,93.52372495
ROYAL SCHIPHOL GROUP NV,Netherlands,Corporate - Industrials,1.493463258,A,3,57.84063527,120.1565266,2.011075284,3.255033381,6.237422455,Medium Risk,4.266739806,2.144849904,69.64722197,99.76946952
RTE RESEAU DE TRANSPORT D'ELECTRICITE SADIR,France,Corporate - Utilities,0.870714705,A,3,91.36510749,50.98275526,1.047875391,1.436876252,8.301829666,High Risk,6.349142353,4.32395111,83.49631711,93.83500391
RUMO LUXEMBOURG S.A.R.L.,Luxembourg,Corporate - Industrials,3.562246859,B,6,52.09576084,90.91825875,2.221925525,7.099330734,3.604630291,Medium Risk,8.562993267,3.473360018,73.4944954,98.82407298
RUSSIAN RAILWAYS VIA RZD CAPITAL PLC,Ireland,Corporate - Industrials,3.445300464,A,3,70.9591438,82.93792693,2.412213837,5.337254137,4.304219081,Medium Risk,4.906096883,0.040504708,69.18610874,99.53675559
RWE AKTIENGESELLSCHAFT,Germany,Corporate - Utilities,1.729667871,AAA,1,58.41018279,119.3377539,2.17012777,1.43834471,4.095184803,Medium Risk,2.166866437,3.083561654,55.95785228,99.48447039
S IMMO AG,Australia,Financials - Real estate,4.77888603,AAA,1,93.96651078,126.6245473,2.714886531,0.092415884,3.747310225,Medium Risk,1.697234397,0.46862433,62.24695228,102.017408
SACYR GREEN ENERGY MANAGEMENT FT,Spain,Corporate - Industrials,1.179760513,B,6,77.85202566,80.4094636,1.506827733,8.08157049,9.255293216,High Risk,0.001577446,3.904665899,55.00716439,95.92811543
SAGAX AB,Sweden,Financials - Real estate,2.445506605,BB,5,61.56903182,131.1627014,2.795319775,1.761944062,8.289298912,High Risk,7.18237995,4.957538441,90.37493658,98.37820394
SALMAR ASA,Norway,Corporate - Consumer Staples,4.746271641,AA,2,75.12136436,79.39167605,1.798301245,6.062166422,1.089999899,Low Risk,1.110972088,2.655993971,56.7619914,100.3126125
SAMHALLSBYGGNADSBOLAGET I NORDEN AB,Sweden,Financials - Real estate,2.388772926,BBB,4,86.57431799,94.632636,1.952553495,3.369219131,1.081233525,Low Risk,2.438390997,3.413897501,79.76866833,99.66523928
SAMSUNG SECURITIES CO LTD,Korea,Financials - Financial services,3.373366764,BBB,4,97.90590045,122.7018527,2.444306382,5.854859383,4.278695149,Medium Risk,2.978763315,1.186570804,67.13702068,103.4296414
SAMTY RESIDENTIAL INVESTMENT CORP,Japan,Financials - Real estate,2.289174791,B,6,61.02230021,119.2920229,0.555075152,3.15653627,0.986573767,Low Risk,5.603798601,2.187988719,61.29891923,100.2696993
SAN DIEGO GAS AND ELECTRIC,United States,Corporate - Utilities,1.733968411,AAA,1,94.30908861,148.7368472,2.461982664,0.869395607,6.190930953,Medium Risk,3.979572773,4.280476661,81.97342197,103.4449316
SANKEN ELECTRIC CO. LTD,Japan,Corporate - Technology,4.927899416,BBB,4,96.71520571,72.51610242,2.355755447,2.229500086,1.436916073,Low Risk,6.74673992,0.837114739,72.85011547,98.58764856
SANMING INVESTMENT DEVELOPMENT GROUP CO LTD,China (mainland),Corporate - Consumer Discretionary,2.342003028,AAA,1,95.82102723,116.2317914,1.42954135,1.880585665,5.22373264,Medium Risk,0.556386593,1.327678028,70.00727336,101.8625113
SANTANDER CONSUMER BANK AS,Norway,Financials - Banking,4.523446417,BB,5,81.77071784,110.9681908,0.757382855,4.280193524,0.07219947,Low Risk,1.239391943,2.227168376,79.64260024,102.1495884
SANTANDER INTERNATIONAL PRODUCTS PLC,Ireland,Financials - Banking,1.534795727,AA,2,81.49103272,141.5098454,0.77280635,6.582837834,3.165963484,Medium Risk,4.992115035,3.561244459,74.56338142,106.8152757
SAO MARTINHO SA,Brazil,Corporate - Energy,1.458971168,BB,5,70.16053166,65.63621416,3.269671241,2.638060749,6.771907237,Medium Risk,3.369647878,1.879419774,65.17421043,92.84917445
SARANA MULTI INFRASTRUKTUR PERSERO PT,Indonesia,Financials - Commercial Finance,0.640103373,B,6,87.61989412,125.1798164,2.567837964,0.120699353,4.840389402,Medium Risk,2.958133628,4.638661399,77.95306439,97.35477
SATO OYJ,Finland,Financials - Real estate,3.432500714,A,3,76.56470092,106.8268616,0.881307841,5.189373643,9.78269486,High Risk,0.67028079,0.472285256,83.47492883,100.5926592
SAUDI ELECTRICITY GLOBAL SUKUK CO 5,Cayman Islands,Corporate - Utilities,2.158368547,A,3,83.87190356,77.46658698,1.570169508,6.057594894,8.741037961,High Risk,8.957191747,1.854020988,51.33465793,98.54058137
SAUDI ELECTRICITY SUKUK PROGRAMME CO,Saudi Arabia,Corporate - Utilities,4.389612124,A,3,71.42289519,97.44349141,2.277448982,9.62870494,3.59070779,Medium Risk,6.918185861,3.544770617,73.29358645,103.472902
SBAB BANK AB,Sweden,Financials - Banking,2.62944458,BB,5,86.5748232,83.37765971,3.006715115,5.894708031,0.454865415,Low Risk,1.216181568,1.129933828,52.88416423,98.86853793
SCANDINAVIAN BIOGAS FUELS INTERNATIONAL AB,Sweden,Corporate - Utilities,4.856870426,BBB,4,91.22357588,107.9313403,0.630982786,4.711725594,8.456263001,High Risk,0.650459577,3.282065671,59.3202707,99.78026333
SCANIA CV AB (PUBL),Sweden,Corporate - Industrials,1.334864821,AA,2,57.32181283,138.9000611,1.209899394,5.734016259,9.112343103,High Risk,9.748725334,0.821084791,78.0254367,104.4269205
SCATEC ASA,Norway,Corporate - Utilities,4.408804256,A,3,91.64648578,106.9304984,3.169246971,9.279006299,8.206273934,High Risk,6.811725504,0.279901424,93.30944576,104.6220363
SCE RECOVERY FUNDING LLC,United States,Corporate - Utilities,3.994685838,B,6,77.01482659,113.1722418,0.527496651,8.283781456,1.279499409,Low Risk,4.174560711,0.605078584,94.14028396,104.8865656
SCOTTISH HYDRO ELECTRIC TRANSMISSION PLC,United Kingdom,Corporate - Utilities,3.969148301,B,6,92.23329545,101.8747847,1.104197308,3.229787334,9.979151344,High Risk,7.017310408,4.649923916,53.49720051,96.81449498
SCSK CORP,Japan,Corporate - Technology,4.301524527,A,3,71.56508532,55.11655064,3.377072528,2.372543637,2.585842216,Low Risk,7.563317865,2.758754415,70.95525431,95.25270897
SEAH STEEL CORP,Korea,Corporate - Materials,3.924607959,A,3,68.95202427,73.28585569,2.34020554,2.626336124,7.242049128,High Risk,7.799622024,3.981728877,79.15032415,95.92954932
SEASPAN CORP,China (Hong Kong),Corporate - Industrials,3.317991447,AA,2,95.75303663,99.20017294,1.2850141,5.044210397,9.080348763,High Risk,4.778773057,1.663272505,57.35349523,100.8434894
SEGI ASTANA SDN BHD,Malaysia,Financials - Real estate,1.09060195,A,3,62.55846338,81.02352837,0.700973283,7.440494512,2.356871143,Low Risk,4.298827581,2.963293239,88.27161084,101.0426541
SEGRO CAPITAL SARL,Luxembourg,Financials - Real estate,0.646367808,AA,2,92.21061626,68.17635978,0.584574021,5.032192072,9.082585547,High Risk,0.110280843,2.474760669,87.21176292,97.7722703
SEIBU HOLDINGS INC,Japan,Corporate - Consumer Discretionary,4.643815315,B,6,74.20102863,100.4132842,1.234235239,0.677963958,3.094815792,Medium Risk,9.265571151,4.728689797,95.16705069,98.02747485
SEIKO EPSON CORP,Japan,Corporate - Technology,3.274926415,A,3,75.70477213,82.28097934,3.144457459,7.235807004,9.764132224,High Risk,6.033078784,3.73787318,50.4243006,97.53856181
SEKISUI HOUSE REIT INC,Japan,Financials - Real estate,4.084417809,BB,5,65.42341407,75.81076432,1.747740963,8.059701287,2.812600204,Low Risk,2.031539372,3.652713157,60.8342122,98.36306527
SELP FINANCE SARL,Luxembourg,Financials - Real estate,2.666850582,BB,5,78.65211003,96.39854174,2.661000107,2.894978651,9.534358248,High Risk,9.196034194,0.231766347,91.35933571,97.87950475
SEMBCORP INDUSTRIES LTD,Singapore,Financials - Financial services,1.02788685,B,6,66.26055981,63.32842581,3.254855106,6.641257393,0.535446509,Low Risk,9.149319018,2.748348345,83.52900254,97.32920904
SENKO GROUP HOLDINGS CO LTD,Japan,Corporate - Industrials,1.063336065,AA,2,51.96347071,142.7745733,1.724121385,4.265919011,7.092720117,High Risk,9.891841644,2.33495727,94.71949268,104.143876
SERBIA (THE REPUBLIC OF),Serbia,SSA - Sovereigns,3.585043793,BB,5,63.59993027,136.7702098,1.073832113,8.891193557,5.321111338,Medium Risk,8.740565631,4.639211333,52.85898273,104.3247172
SFIL SA,France,SSA - Quasi-sovereigns,2.436376527,AA,2,50.31895217,120.7620586,2.051353793,8.452255582,4.778770771,Medium Risk,9.977843878,1.286709941,79.84819829,105.1808773
SGC ENERGY CO LTD,Korea,Corporate - Utilities,1.40236127,BB,5,98.91773935,60.62138276,3.224251061,5.254319983,2.234943143,Low Risk,2.446861881,1.349167266,78.45232874,97.05884141
SGSP AUSTRALIA ASSETS PTY LTD,Australia,Corporate - Utilities,2.71217546,BB,5,98.28736049,127.5877254,2.913123242,6.915055458,7.055957898,High Risk,8.422495852,2.056731244,51.78372082,102.9219949
SHAANXI YUSHEN ENERGY DEVELOPMENT & CONSTRUCTION GROUP CO LTD,China (mainland),Corporate - Industrials,0.788940217,AA,2,69.75776487,130.7957328,0.69748953,8.83349701,1.908094914,Low Risk,8.230283088,1.216848567,75.67610385,108.0655143
SHANDONG DEVELOPMENT INVESTMENT HOLDING GROUP CO LTD,China (mainland),Financials - Financial services,3.118871309,BBB,4,86.41854272,126.7764618,2.5777184,4.957170101,5.52841796,Medium Risk,2.309403592,0.645919589,80.47601557,102.6907216
SHANGHAI COMMERCIAL & SAVINGS BANK LTD/THE,Taiwan,Financials - Banking,1.71047032,BB,5,67.29030492,61.39658871,2.215692567,3.132507405,2.53245363,Low Risk,0.98437549,4.287074233,59.56465871,93.31917812
SHANGHAI PUDONG DEVELOPMENT BANK CO LTD,China (mainland),Financials - Banking,4.089015953,A,3,83.55465785,114.3907957,3.222389529,7.536661379,9.556213798,High Risk,9.794205137,2.791382622,63.66647916,102.3423781
SHANGHAI PUDONG DEVELOPMENT BANK CO LTD/LONDON,China (mainland),Financials - Banking,1.896628815,B,6,90.27150215,133.4324796,0.867444251,2.200662548,0.286311938,Low Risk,2.960245515,4.306813595,82.01736731,102.0275925
SHANGYU DISTRICT SHAOXING MUNICIPAL WATER GROUP CO LTD,China (mainland),Corporate - Utilities,2.548490671,BBB,4,97.33781223,107.7353401,2.10210834,3.88531148,1.997282801,Low Risk,8.708917905,4.155673827,73.41504738,101.9120027
SHANHAI HONG KONG INTERNATIONAL INVESTMENTS LTD,China (Hong Kong),Corporate - Industrials,0.55229243,AA,2,70.01061379,114.6407375,3.138388081,8.657272371,2.423106064,Low Risk,0.041271547,1.410211774,92.90068288,104.4389509
SHANXI CONSTRUCTION INVESTMENT GROUP CO LTD,China (mainland),Corporate - Industrials,0.826010995,BBB,4,89.16489915,95.83634794,1.73007136,7.244223403,4.140678258,Medium Risk,0.210248072,2.738687222,67.1190883,100.6197407
SHENERGY CO LTD,China (mainland),Corporate - Utilities,2.266221004,AAA,1,63.29642253,102.870732,1.945984753,4.038110052,2.327302419,Low Risk,4.658713087,0.416088514,63.33298292,101.7489909
SHENYANG METRO CO LTD,China (mainland),Corporate - Consumer Discretionary,2.659724756,AAA,1,99.51661519,53.43768584,0.711382033,2.147445024,4.913490903,Medium Risk,2.387146839,4.57625942,99.24329702,97.33364606
SHENZHEN ENERGY GROUP CO LTD,China (mainland),Corporate - Utilities,3.200092467,BB,5,51.28847994,113.8963022,1.334430921,3.559683908,8.724655233,High Risk,6.898412834,2.021313575,95.55678851,98.9023833
SHENZHEN METRO GROUP CO LTD,China (mainland),Corporate - Consumer Discretionary,1.812481604,BB,5,80.17644033,58.14472129,1.473519948,2.841041492,7.120634214,High Risk,5.655643256,1.968380919,51.44963725,93.41893327
SHIKOKU ELECTRIC POWER COMPANY INCORPORATION,Japan,Corporate - Utilities,3.627418488,A,3,82.97529908,93.50145943,3.335367346,1.760892879,5.799619805,Medium Risk,0.774857975,1.513776853,88.53643077,97.63621939
SHIMAO GROUP HOLDINGS LTD,China (Hong Kong),Financials - Real estate,4.370550787,B,6,84.40227785,79.26550977,1.348002082,7.433329136,0.89003178,Low Risk,1.626282963,2.303318724,55.51673869,99.46500478
SHIMIZU CORP,Japan,Corporate - Industrials,4.00932945,BBB,4,56.01937894,104.542795,1.882606206,2.520698869,6.939921084,Medium Risk,3.880492701,1.258796933,51.37425974,97.04876465
SHINHAN BANK CO LTD,Korea,Financials - Banking,0.678284714,AAA,1,96.92648917,63.34163355,2.513913271,4.541674702,1.664142843,Low Risk,1.85604064,1.874261364,63.6847758,98.92748011
SHINHAN CARD CO LTD,Korea,Financials - Consumer Finance,2.662281263,BB,5,59.05916395,119.1643402,0.986550117,3.858594468,7.86367386,High Risk,7.922223472,3.999735243,63.46729395,98.95624121
SHINSEGAE INC,Korea,Corporate - Consumer Discretionary,0.972185803,B,6,81.13767016,129.5011537,1.959327161,9.820773786,2.500567585,Low Risk,4.160702356,4.171277518,90.96593812,105.0480927
SHIZUOKA PREFECTURE,Japan,SSA - Quasi-sovereigns,1.589202571,BBB,4,61.13380396,66.33544497,2.715617118,3.910922441,4.170487283,Medium Risk,0.934318668,1.520912388,85.5333623,95.27168419
SHUI ON DEVELOPMENT HOLDING LTD,Cayman Islands,Financials - Real estate,4.93998167,BB,5,65.36082085,60.43130874,3.100565639,0.799824828,3.504702023,Medium Risk,4.843429023,2.345072153,99.08047137,93.77483819
SHUIFA GROUP CO LTD,China (mainland),Corporate - Industrials,1.141229943,BB,5,77.32292709,64.55154828,2.378777824,0.898257526,8.588139147,High Risk,0.908381811,4.369098881,85.57564502,91.47159056
SHUIFA INTERNATIONAL HOLDINGS BVI CO LTD,China (mainland),Corporate - Industrials,2.744996691,AAA,1,70.85967093,137.7127562,2.507160546,5.907537214,1.265444587,Low Risk,1.289373054,0.263366659,70.91277766,106.2830624
SIBS AB,Sweden,Financials - Real estate,3.281700804,AAA,1,58.01128005,102.8189262,0.878850418,5.993635517,5.656448824,Medium Risk,2.39609832,4.44572481,84.94638305,101.65467
SICHUAN PROVINCE AIRPORT GROUP CO LTD,China (mainland),Corporate - Industrials,3.661092367,BB,5,58.54682012,96.7260996,3.337329492,4.187589905,1.420616094,Low Risk,8.595277052,1.095921728,99.97295336,100.0385725
"SID - SLOVENSKA IZVOZNA IN RAZVOJNA BANKA, D.D., LJUBLJANA",Slovenia,SSA - Quasi-sovereigns,3.018419076,AA,2,70.90723941,60.67118191,0.897722232,4.318436923,7.047958361,High Risk,9.246125323,3.392696221,85.50709413,97.63288709
SIEMENS ENERGY FINANCE B.V.,Netherlands,Corporate - Industrials,0.543968813,BB,5,87.86414891,114.9556007,2.824018812,0.539325828,9.050781278,High Risk,8.262577293,2.912758482,88.0840678,97.41830986
SIGNA DEVELOPMENT FINANCE S.C.S.,Luxembourg,Financials - Real estate,1.969075887,B,6,94.89823234,136.7999592,1.294448965,5.165465104,4.346076539,Medium Risk,3.340772174,2.764703741,96.91825076,103.8083777
SILK BIDCO AS,Norway,Corporate - Consumer Discretionary,2.829702395,BB,5,54.20638311,132.8185869,3.300779431,5.047394754,4.880922603,Medium Risk,2.724464411,4.296801124,55.68256307,99.47864744
SINAR KAMIRI SDN BHD,Malaysia,Corporate - Utilities,0.895399246,A,3,69.65519538,112.6054709,2.659878618,1.495493186,9.274228365,High Risk,5.491556908,0.507860718,85.23921467,98.30459507
SINDICATUM RENEWABLE ENERGY CO PTE LTD,Singapore,Corporate - Energy,2.07782119,A,3,55.01227819,57.52787167,2.761441139,1.038393861,5.209913886,Medium Risk,7.218531605,1.735140127,92.5402979,93.91033741
SINGAPORE GOVERNMENT BOND,Singapore,SSA - Sovereigns,0.64941399,A,3,50.82962403,61.23970272,1.157177519,1.235724906,4.87598438,Medium Risk,9.933727882,2.691263732,97.71893001,95.12625885
SINO-OCEAN LAND TREASURE IV LTD,Virgin Islands,Financials - Real estate,0.853603237,AA,2,83.08593413,54.93089871,1.82911993,1.010282465,5.783291027,Medium Risk,1.315707119,4.05644427,60.54846449,93.17823884
SK BATTERY AMERICA INC,United States,Corporate - Energy,2.286154743,AA,2,80.1224721,75.74792165,2.353439584,6.097081955,6.892297364,Medium Risk,0.49291999,1.082215417,75.19645039,98.6949895
SK BROADBAND CO LTD,Korea,Corporate - Communications,1.097220893,BB,5,58.15095569,63.56614672,2.809920855,1.964826524,1.068833751,Low Risk,6.94355889,4.014649207,84.02774238,94.18298872
SK D&D CO LTD,Korea,Financials - Real estate,3.053933817,A,3,61.69064165,76.00480403,0.811878128,2.514301522,8.211105277,High Risk,8.322257835,1.998192412,62.37338648,96.09932722
SK ENERGY CO LTD,Korea,Corporate - Energy,3.602592361,AA,2,51.18538768,88.50580557,3.387095949,1.735721442,4.355050275,Medium Risk,8.463487799,0.944569282,80.02364316,97.78314095
SK ENGINEERING & CONSTRUCTION CO LTD,Korea,Corporate - Industrials,4.102640146,AAA,1,91.74736028,144.2982784,3.170662012,9.578353044,0.723485099,Low Risk,6.784635491,3.794932202,62.87893912,109.852885
SK GLOBAL CHEMICAL CO LTD,Korea,Corporate - Materials,1.400676099,BB,5,98.7345298,111.037606,1.311045771,8.546174632,7.861826692,High Risk,9.540158041,0.454494507,66.67285103,103.7195882
SK HOLDINGS CO LTD,Korea,Corporate - Energy,1.25367162,B,6,56.77297684,133.4973786,2.968280729,2.304948374,3.769499717,Medium Risk,5.110047635,2.57383687,72.07593483,98.9146137
SK HYNIX INC.,Korea,Corporate - Technology,0.970555282,BBB,4,61.57376069,121.0351501,2.054971769,3.275662939,1.003674951,Low Risk,9.138147983,0.319378919,76.45950494,102.296219
SK RENT A CAR CO LTD,Korea,Corporate - Consumer Discretionary,3.363936123,BB,5,93.4204762,61.25031305,1.885419445,2.098928423,6.337790395,Medium Risk,9.67812137,1.782089276,72.46829358,95.42763894
SK SILTRON CO LTD,Korea,Corporate - Technology,3.679140769,BBB,4,96.3231899,123.5920406,1.443302317,4.918759595,8.801313534,High Risk,8.47157457,3.005383995,74.65977599,102.6224129
SKANDINAVISKA ENSKILDA BANKEN,Sweden,Financials - Banking,0.642137652,A,3,70.98136914,77.50988816,2.24290576,0.196105325,8.877535094,High Risk,3.097585633,2.780577707,64.92943781,93.13548318
SKUE SPAREBANK,Norway,Financials - Banking,4.712955108,BBB,4,52.53112361,113.9107847,2.689667353,6.713680089,9.576634748,High Risk,1.962156512,2.02327709,57.9482547,98.94468816
SKYGREEN BUILDINGS KFT,Hungary,Financials - Real estate,0.733870776,A,3,51.96959168,84.09619736,1.732798715,5.231581498,8.677054598,High Risk,5.48120065,2.14523997,52.36749887,96.35891667
SLOVENSKA SPORITEL'NA A.S.,Slovakia,Financials - Banking,2.935833509,AAA,1,78.6974933,149.7672263,2.387657579,8.986389283,0.021409193,Low Risk,4.530147504,1.133847767,59.79893612,110
SMAAKRAFT AS,Norway,Corporate - Utilities,3.690772338,BBB,4,69.64475544,76.35514795,2.597938763,1.643926843,3.802411664,Medium Risk,8.777583422,2.279412942,79.09718208,96.48689659
SMURFIT KAPPA TREASURY ULC,Iran,Corporate - Materials,4.419361057,BB,5,51.43262138,77.91304708,2.633365451,8.041092461,8.185425799,High Risk,1.000316711,4.766274279,89.30577239,96.36606332
SNAM SPA,Italy,Corporate - Utilities,3.713391195,A,3,79.16261962,143.0672256,0.655898294,7.919610145,3.66253006,Medium Risk,2.577400613,4.252264589,58.46237987,106.2672607
SNB FUNDING LTD,Cayman Islands,Financials - Financial services,4.107776374,BB,5,50.56512683,52.46444046,3.079243417,1.271811892,6.015485064,Medium Risk,7.517989445,0.726164345,55.42776789,91.26484563
SNCF RESEAU,France,Corporate - Industrials,2.027525866,AA,2,89.36859791,119.6688988,1.874759944,3.985592241,6.063169474,Medium Risk,0.94986645,0.148903937,87.46451803,102.920072
SOCIEDAD DE TRANSMISION AUSTRAL SA,Chile,Corporate - Utilities,4.166713012,A,3,65.32164114,122.5326391,1.287248245,1.701526411,3.65025304,Medium Risk,3.20764414,4.667621564,65.25791653,99.99670697
SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,Chile,Corporate - Materials,0.860516809,BBB,4,52.01290015,133.6378577,1.225293522,2.547205005,9.044739273,High Risk,3.871553941,2.633748749,97.57497196,99.77356384
SOCIEDADE BIOELÃ‰TRICA DO MONDEGO,Portugal,Corporate - Industrials,4.526674952,A,3,79.41761105,147.4439311,1.949042339,2.632461748,5.032283454,Medium Risk,6.225937966,2.689189116,85.71589853,104.3527216
SOCIETE DU GRAND PARIS EPIC,France,SSA - Agencies,2.964165693,BB,5,69.88422072,147.5601919,3.160494618,5.56236394,4.647842059,Medium Risk,1.581326457,3.903589979,66.33780236,102.2398909
SOCIETE FONCIERE LYONNAISE,France,Financials - Real estate,4.177839965,AAA,1,98.69002067,56.52767576,1.635042745,4.114109318,9.975137457,High Risk,8.606044903,1.573444869,64.47713739,97.66152623
SOCIETE GENERALE,France,Financials - Banking,2.53543228,A,3,77.20993313,132.1839323,2.74917724,9.47732804,4.935003641,Medium Risk,4.475422355,2.409537844,76.18491931,105.8894303
SOCIETE GENERALE SA/TAIPEI,France,Financials - Banking,3.396099628,BBB,4,63.76195905,114.6309934,0.790456193,1.263701419,1.783982519,Low Risk,9.170217119,4.843314566,53.95723341,99.52962321
SOCIETE GENERALE SFH SA,France,Financials - Consumer Finance,2.868811974,AA,2,85.47194323,114.7342134,1.928170106,9.736921349,5.130694229,Medium Risk,4.678699136,3.360743435,55.88382563,104.9925524
SOCIETE NATIONALE SNCF,France,SSA - Agencies,3.792152848,B,6,63.57460013,62.83499266,3.475058421,2.306386402,8.140167355,High Risk,2.750402589,0.76872516,58.79289407,91.31756525
SOCIETE WALLONNE DES EAUX SCRL,Belgium,Corporate - Utilities,0.867334919,AAA,1,95.21216457,115.0187166,2.811313408,7.728739364,7.768603269,High Risk,1.418288287,0.66613374,88.73617967,104.5014546
SOGN OG FJORDANE ENERGI AS,Norway,Corporate - Utilities,0.771584378,AA,2,68.73609853,148.2482581,1.131585465,3.389699262,7.885817651,High Risk,0.037450947,1.021323792,75.69286796,103.1077133
S-OIL CORPORATION,Korea,Corporate - Energy,1.611964553,A,3,77.49342814,141.181857,2.004324421,1.430813954,7.08023784,High Risk,5.32157485,3.833558372,50.52835614,100.4045048
SOLAR APPLIED MATERIALS TECHNOLOGY CORP,Taiwan,Corporate - Materials,1.217951061,BB,5,52.52865519,93.91306608,1.200874291,8.578891852,2.542178291,Low Risk,1.071566969,1.476885019,83.67582637,100.704774
